username,post_id,upvotedAt,voteWeight,isSuperVote
amanda36,post_1493,2026-04-26,1,false
owinters,post_1065,2026-04-12,2,false
jordandouglas,post_663,2026-04-12,1,true
finleyisaac,post_230,2026-04-16,1,false
pgray,post_314,2026-04-23,1,false
zbrown,post_334,2026-04-27,2,true
robinsonebony,post_1225,2026-04-17,2,false
meganroberson,post_879,2026-04-24,2,true
brian21,post_1664,2026-04-21,3,true
whitematthew,post_1602,2026-04-03,1,false
fpace,post_670,2026-04-18,1,false
marcusaustin,post_1987,2026-04-09,3,true
ewest,post_184,2026-04-27,1,false
stevensdanielle,post_828,2026-04-02,3,true
xmclaughlin,post_1719,2026-04-23,1,true
kelly24,post_129,2026-04-10,2,false
amanda43,post_678,2026-04-08,1,false
gabriel32,post_675,2026-04-05,1,false
elaine81,post_119,2026-04-12,3,false
angela18,post_825,2026-04-13,1,true
erinduke,post_1122,2026-04-16,2,true
dayian,post_1280,2026-04-23,1,true
tmadden,post_1246,2026-04-28,1,false
nroberts,post_312,2026-04-28,2,true
onealmarc,post_1972,2026-04-07,3,false
morrislindsay,post_1649,2026-04-11,3,false
orozcotammy,post_286,2026-04-14,3,true
robertschristy,post_537,2026-04-27,1,false
vsteele,post_1986,2026-04-23,3,false
mgriffin,post_1361,2026-04-07,2,false
sjohnson,post_146,2026-04-01,3,false
ryanward,post_912,2026-04-11,2,true
bethmason,post_1514,2026-04-14,1,true
yolanda25,post_150,2026-04-16,2,true
bellnicholas,post_1513,2026-04-19,1,false
kimberlytaylor,post_1569,2026-04-15,3,false
qdudley,post_1058,2026-04-19,2,true
usanchez,post_1637,2026-04-13,1,false
mcculloughmatthew,post_841,2026-04-25,1,false
gabrielruiz,post_1674,2026-04-08,1,true
xshort,post_1024,2026-04-28,1,true
meganroberson,post_265,2026-04-09,2,true
stephenslisa,post_725,2026-04-01,3,false
zimmermandavid,post_1535,2026-04-23,2,false
kevinfisher,post_1605,2026-04-14,3,false
kevin45,post_1395,2026-04-27,3,true
cweaver,post_179,2026-04-08,3,true
kathleendavis,post_1227,2026-04-22,2,false
pgomez,post_1531,2026-04-06,2,true
cameronward,post_1399,2026-04-14,3,false
samantha21,post_1868,2026-04-20,1,true
kaitlynlewis,post_224,2026-04-13,1,false
cortezsarah,post_1510,2026-04-03,1,false
alan29,post_296,2026-04-25,2,true
christopher62,post_509,2026-04-20,1,true
charris,post_944,2026-04-01,2,true
vyoung,post_783,2026-04-09,1,false
amandaenglish,post_489,2026-04-12,2,true
rebeccaanderson,post_358,2026-04-04,3,true
sophiahumphrey,post_1914,2026-04-17,2,true
vgarcia,post_1306,2026-04-07,2,true
paul79,post_1248,2026-04-09,1,false
nshelton,post_1712,2026-04-11,2,true
deanmichele,post_1936,2026-04-24,3,false
tiffanybaxter,post_96,2026-04-16,3,false
klam,post_887,2026-04-25,2,true
stevenfuller,post_430,2026-04-11,2,false
simsrenee,post_882,2026-04-04,2,true
caleb75,post_537,2026-04-28,2,false
amcgrath,post_118,2026-04-15,1,false
nathan71,post_1935,2026-04-19,2,false
xwalter,post_480,2026-04-24,3,true
phyllis42,post_1124,2026-04-19,2,true
lsmith,post_1895,2026-04-18,1,false
timothyanderson,post_457,2026-04-09,3,false
nicholsjoseph,post_358,2026-04-22,2,true
dean10,post_1597,2026-04-12,3,false
kevin70,post_1628,2026-04-01,1,false
brooksjamie,post_1555,2026-04-22,1,true
garciajose,post_967,2026-04-24,3,true
tjames,post_1528,2026-04-18,3,false
kcannon,post_1507,2026-04-03,3,true
jimbernard,post_328,2026-04-23,2,true
amandakane,post_536,2026-04-05,3,true
rlong,post_1828,2026-04-16,1,true
ellismaurice,post_1773,2026-04-02,2,false
christopher95,post_1538,2026-04-23,2,false
owarner,post_878,2026-04-22,2,true
yguerrero,post_224,2026-04-27,2,true
chad52,post_381,2026-04-17,3,false
sotoapril,post_1369,2026-04-14,3,true
urojas,post_992,2026-04-22,2,false
baileyjoseph,post_449,2026-04-17,1,true
kgates,post_1061,2026-04-19,3,true
paul11,post_107,2026-04-17,2,false
eric50,post_607,2026-04-15,1,true
kbrooks,post_483,2026-04-03,3,true
dustin20,post_1528,2026-04-07,2,false
zdavidson,post_1049,2026-04-10,3,false
meyerrichard,post_1698,2026-04-14,3,true
iross,post_474,2026-04-07,1,false
velasquezvanessa,post_1497,2026-04-17,1,false
justinevans,post_1362,2026-04-13,3,true
kathleen78,post_1002,2026-04-26,3,false
stephanieherrera,post_1758,2026-04-13,3,false
tlee,post_1634,2026-04-22,2,true
kbrooks,post_361,2026-04-02,3,true
tinasimmons,post_294,2026-04-12,2,true
deannaberry,post_1574,2026-04-07,1,false
orowe,post_1531,2026-04-20,2,false
latasha66,post_1459,2026-04-15,3,true
hnguyen,post_1601,2026-04-26,2,false
pdeleon,post_1184,2026-04-02,1,false
shelly05,post_1264,2026-04-27,1,true
morrisdanielle,post_706,2026-04-12,1,false
ejones,post_1583,2026-04-02,1,true
jeffrodriguez,post_1981,2026-04-03,2,true
mbullock,post_864,2026-04-25,1,false
charles90,post_1752,2026-04-25,2,true
smithelizabeth,post_1762,2026-04-17,2,false
daniellesilva,post_1581,2026-04-24,2,false
lbest,post_564,2026-04-18,2,true
dking,post_1999,2026-04-22,3,true
jweaver,post_143,2026-04-07,3,true
kathyhenry,post_985,2026-04-15,3,false
joannaguerrero,post_1764,2026-04-14,3,false
holly95,post_851,2026-04-25,3,true
william30,post_1349,2026-04-11,2,false
saraboyd,post_499,2026-04-09,1,false
tmoreno,post_1727,2026-04-11,2,true
patrick92,post_876,2026-04-20,3,false
mgarcia,post_1715,2026-04-16,3,false
edward76,post_1752,2026-04-11,2,false
raymondmichael,post_614,2026-04-07,2,true
aking,post_1598,2026-04-05,1,false
freytheresa,post_86,2026-04-05,3,false
stephanierodriguez,post_1985,2026-04-06,2,true
sweeneyrobert,post_1649,2026-04-28,3,true
fmoore,post_1409,2026-04-09,1,false
ojackson,post_1466,2026-04-02,1,false
joseph73,post_307,2026-04-02,2,true
tiffanygraves,post_1425,2026-04-17,2,true
elizabethbrooks,post_1059,2026-04-02,2,false
bwilliams,post_1460,2026-04-02,1,false
derek01,post_756,2026-04-03,2,true
simsrenee,post_1472,2026-04-13,3,true
erik79,post_443,2026-04-28,2,false
dominique22,post_1378,2026-04-10,1,true
melissa29,post_1189,2026-04-14,3,true
apineda,post_1399,2026-04-26,3,true
ywatson,post_347,2026-04-02,3,true
chloe44,post_745,2026-04-22,1,false
howellpatricia,post_1622,2026-04-28,3,false
ubaker,post_229,2026-04-20,1,true
james01,post_1691,2026-04-03,3,false
jennifer42,post_1835,2026-04-28,1,true
jstevens,post_1966,2026-04-24,2,false
michael79,post_1490,2026-04-14,3,true
davidfisher,post_894,2026-04-22,1,true
stewartjade,post_1660,2026-04-01,2,true
jacksonbeverly,post_1515,2026-04-06,3,true
parkermaria,post_1138,2026-04-15,3,true
higginsjack,post_126,2026-04-20,2,true
richardlopez,post_1098,2026-04-07,1,false
franklong,post_697,2026-04-24,3,true
rossnicole,post_1455,2026-04-16,3,true
kellysmith,post_1397,2026-04-12,1,false
jordandouglas,post_603,2026-04-08,2,false
bullockdanielle,post_370,2026-04-07,3,true
kennedylauren,post_687,2026-04-27,3,false
ywatson,post_1359,2026-04-26,1,true
zbaker,post_278,2026-04-28,1,false
gonzalezjason,post_1041,2026-04-09,2,false
alexbryant,post_1623,2026-04-23,1,true
bmack,post_776,2026-04-10,1,false
suzanne71,post_1793,2026-04-01,2,true
alison02,post_157,2026-04-11,3,true
hannahvillarreal,post_1772,2026-04-24,2,true
qduncan,post_1624,2026-04-15,1,true
pball,post_767,2026-04-13,2,false
dannyrowland,post_1542,2026-04-24,1,false
griffithryan,post_1956,2026-04-04,3,false
david28,post_1866,2026-04-14,2,true
jennifer41,post_216,2026-04-13,2,true
rodriguezangela,post_1365,2026-04-10,2,true
vmcconnell,post_1275,2026-04-28,1,true
cookmackenzie,post_481,2026-04-05,3,false
bridgeslori,post_1004,2026-04-21,1,false
glee,post_1877,2026-04-12,3,true
maurice47,post_453,2026-04-06,1,false
anthonywilkinson,post_1354,2026-04-13,3,false
john81,post_1412,2026-04-10,3,false
mdaniels,post_1733,2026-04-22,1,true
duanebenton,post_97,2026-04-23,2,true
jeffreymorgan,post_1925,2026-04-20,3,true
owolf,post_275,2026-04-01,3,true
christinahoward,post_839,2026-04-10,2,true
mayrachel,post_1253,2026-04-04,1,false
derek04,post_565,2026-04-24,1,true
medinarobert,post_177,2026-04-24,2,true
wharrison,post_663,2026-04-28,2,false
afowler,post_1592,2026-04-27,1,false
martinkatherine,post_282,2026-04-07,2,true
rwoods,post_1374,2026-04-18,2,false
cantrellstephen,post_13,2026-04-04,3,false
thomas24,post_1161,2026-04-12,3,false
richard60,post_634,2026-04-27,2,false
melinda64,post_376,2026-04-21,3,false
michellesantos,post_1489,2026-04-16,3,true
michellesheppard,post_872,2026-04-13,3,false
john99,post_848,2026-04-18,3,false
alan29,post_179,2026-04-25,1,false
stevenmedina,post_1223,2026-04-26,3,false
lukejenkins,post_1235,2026-04-14,1,false
michelle13,post_917,2026-04-24,2,true
ymartinez,post_737,2026-04-13,2,true
hansenmichael,post_1364,2026-04-13,1,true
kathryn97,post_54,2026-04-24,3,true
david62,post_226,2026-04-10,3,false
xcarr,post_1047,2026-04-10,3,true
vcurry,post_729,2026-04-26,1,true
allisonglenn,post_1304,2026-04-14,2,false
thompsonstephanie,post_227,2026-04-12,1,true
jessica56,post_183,2026-04-10,2,false
afowler,post_655,2026-04-15,2,false
tracygregory,post_1594,2026-04-24,1,false
kennethdillon,post_1186,2026-04-04,1,false
whitecynthia,post_1200,2026-04-01,1,true
fwarren,post_1820,2026-04-14,2,false
gonzalezchristopher,post_1609,2026-04-07,2,false
tiffanygraves,post_1004,2026-04-07,3,true
brentstanley,post_87,2026-04-17,1,true
mreynolds,post_1429,2026-04-20,3,true
jtanner,post_1405,2026-04-04,1,false
brandonlee,post_786,2026-04-18,1,false
katrina42,post_1735,2026-04-27,3,false
newmanmichael,post_101,2026-04-05,2,true
emccarthy,post_1218,2026-04-01,2,false
irobbins,post_824,2026-04-23,2,true
imccann,post_1311,2026-04-01,3,false
jsmith,post_552,2026-04-22,2,false
mooremelinda,post_213,2026-04-06,3,false
lisamiranda,post_510,2026-04-18,2,false
alan35,post_1854,2026-04-12,3,true
dakotawatson,post_1963,2026-04-06,2,true
toddandrews,post_1080,2026-04-13,2,true
william84,post_1376,2026-04-06,1,true
adamsjeffrey,post_637,2026-04-15,3,false
jriddle,post_1849,2026-04-27,3,false
arnoldbrianna,post_1945,2026-04-13,3,false
aweaver,post_14,2026-04-10,2,false
bryan60,post_248,2026-04-05,2,false
fishervalerie,post_311,2026-04-26,3,false
brittneyklein,post_905,2026-04-17,3,false
ttaylor,post_590,2026-04-24,3,true
jamiegilbert,post_417,2026-04-05,3,true
vberger,post_1983,2026-04-11,3,true
crystaljackson,post_1455,2026-04-20,3,true
sandraallen,post_222,2026-04-16,3,true
cynthia73,post_1666,2026-04-07,3,true
collinsryan,post_474,2026-04-12,2,false
christopher42,post_1154,2026-04-23,1,true
christopher45,post_743,2026-04-03,2,false
daniel45,post_710,2026-04-14,2,true
heather64,post_1262,2026-04-11,1,true
knightmartin,post_631,2026-04-03,2,true
wagneradriana,post_918,2026-04-12,3,false
zjames,post_936,2026-04-09,1,true
eclark,post_533,2026-04-09,1,true
kathleenguerrero,post_1215,2026-04-20,3,false
brobinson,post_1388,2026-04-06,2,false
lauravargas,post_971,2026-04-05,2,false
odickson,post_1334,2026-04-21,2,false
sean02,post_670,2026-04-13,2,true
jtorres,post_977,2026-04-20,3,false
turnercolton,post_1240,2026-04-05,1,false
csnyder,post_507,2026-04-23,2,true
kristen82,post_1473,2026-04-24,2,false
njohnson,post_1217,2026-04-04,2,true
leejessica,post_3,2026-04-15,3,false
angela80,post_880,2026-04-14,3,false
acoleman,post_1714,2026-04-21,1,true
underwoodsean,post_141,2026-04-01,3,true
jbailey,post_1046,2026-04-23,2,true
haroldmiller,post_493,2026-04-04,1,false
gloria57,post_600,2026-04-04,2,true
fishervalerie,post_1173,2026-04-12,1,false
wagnerdavid,post_1339,2026-04-08,2,true
jodi80,post_630,2026-04-03,2,true
vmartinez,post_31,2026-04-08,3,false
dannyjensen,post_838,2026-04-08,3,false
lewissteven,post_213,2026-04-28,1,false
chenkylie,post_1959,2026-04-04,1,false
michaelmartinez,post_943,2026-04-06,1,true
paul41,post_1859,2026-04-16,3,false
jwalker,post_529,2026-04-20,2,false
millerjustin,post_1987,2026-04-26,2,true
lance17,post_870,2026-04-25,1,true
martinezmarcus,post_223,2026-04-12,2,false
angela71,post_160,2026-04-26,2,false
ymoore,post_1398,2026-04-14,3,false
john82,post_1759,2026-04-25,3,true
michelesanders,post_618,2026-04-05,2,false
andrewclayton,post_853,2026-04-01,3,true
scottangela,post_492,2026-04-13,1,false
theodorewhite,post_1720,2026-04-16,3,true
jodi80,post_708,2026-04-01,2,false
troy54,post_1490,2026-04-16,1,true
khoward,post_958,2026-04-09,1,true
kalexander,post_1985,2026-04-14,2,false
kathleenguerrero,post_171,2026-04-15,1,false
oli,post_1077,2026-04-28,3,true
smithmadeline,post_1811,2026-04-07,1,false
michaelwoods,post_1285,2026-04-24,1,true
smithholly,post_1942,2026-04-08,3,false
josephnichols,post_1776,2026-04-01,3,false
wcarson,post_1190,2026-04-23,2,true
kevinharvey,post_808,2026-04-22,1,false
johnsonmiguel,post_585,2026-04-13,1,false
trodriguez,post_609,2026-04-11,1,false
powellsteven,post_276,2026-04-05,3,false
kingtyler,post_1584,2026-04-28,1,false
james56,post_903,2026-04-01,2,true
emilypeters,post_911,2026-04-15,2,true
wagnerdavid,post_341,2026-04-23,1,true
rebeccaanderson,post_1070,2026-04-19,2,true
antonio60,post_999,2026-04-02,1,false
zbrown,post_319,2026-04-01,3,false
christopher09,post_993,2026-04-19,3,true
onealmarc,post_556,2026-04-07,3,true
alison80,post_901,2026-04-26,2,true
ruben74,post_823,2026-04-11,2,true
jeffreycamacho,post_716,2026-04-05,3,true
jessica01,post_3,2026-04-28,1,true
eharrington,post_349,2026-04-23,2,true
dustinperry,post_577,2026-04-07,2,true
gonzalezscott,post_259,2026-04-09,3,false
donna01,post_1918,2026-04-15,3,true
courtneyodonnell,post_189,2026-04-06,1,true
cameronward,post_1717,2026-04-12,2,false
juan50,post_72,2026-04-07,2,false
hannahhall,post_169,2026-04-18,3,true
chall,post_909,2026-04-19,3,false
fgreen,post_1311,2026-04-06,1,false
donald21,post_452,2026-04-05,3,false
bestsamantha,post_813,2026-04-10,2,true
destinyjohnson,post_367,2026-04-02,1,false
christinamelton,post_1505,2026-04-12,2,true
cheryl81,post_1439,2026-04-27,3,false
sarah79,post_926,2026-04-21,3,false
kirbykathy,post_1463,2026-04-21,3,true
guzmanbrandi,post_699,2026-04-27,3,false
lawrencebolton,post_558,2026-04-03,1,true
reedian,post_1054,2026-04-22,2,false
smithmichael,post_98,2026-04-12,1,false
sharonhamilton,post_562,2026-04-25,3,true
rodriguezstacy,post_1555,2026-04-12,1,true
renee46,post_1460,2026-04-12,3,false
yjohnson,post_1328,2026-04-06,3,false
turnerchristopher,post_242,2026-04-07,2,true
ryanconrad,post_1748,2026-04-06,2,true
jenniferfox,post_1698,2026-04-10,1,false
johnsonmatthew,post_900,2026-04-13,1,false
michaeldaniels,post_102,2026-04-06,3,false
cunninghamsusan,post_546,2026-04-05,3,true
mcdonaldsandra,post_579,2026-04-19,3,true
dmitchell,post_868,2026-04-19,2,false
spencejeffrey,post_771,2026-04-25,3,false
rogersruben,post_73,2026-04-09,2,true
brownrobin,post_1207,2026-04-19,3,true
haleysingh,post_704,2026-04-18,2,true
beckyle,post_1461,2026-04-04,3,false
michael11,post_268,2026-04-23,2,true
rwyatt,post_1191,2026-04-05,2,true
jcarson,post_1401,2026-04-25,1,true
william71,post_1148,2026-04-20,2,false
hknox,post_905,2026-04-23,2,false
juanscott,post_1379,2026-04-06,3,true
brookeking,post_890,2026-04-28,2,false
richardbarbara,post_720,2026-04-05,2,true
nguyenmiranda,post_964,2026-04-16,2,false
angelacrosby,post_1577,2026-04-07,2,true
chad52,post_1691,2026-04-06,1,false
vcasey,post_1562,2026-04-16,3,false
tevans,post_1549,2026-04-17,1,false
williamwilliams,post_191,2026-04-19,3,true
terrijohnson,post_1573,2026-04-07,3,false
jamesfisher,post_1131,2026-04-25,1,true
brianbaird,post_558,2026-04-19,2,false
jeremiah07,post_1015,2026-04-02,2,true
keiththompson,post_1939,2026-04-13,2,false
andrew11,post_1332,2026-04-11,1,false
nelsonjohn,post_993,2026-04-21,3,false
belindayates,post_470,2026-04-19,2,false
phillipschristopher,post_922,2026-04-21,3,false
gonzaleztammy,post_1682,2026-04-23,3,false
kathryn97,post_1399,2026-04-04,3,false
woconnor,post_444,2026-04-15,1,true
holly75,post_722,2026-04-14,1,true
markfrazier,post_126,2026-04-10,1,true
jacksonbrittany,post_363,2026-04-28,1,false
lauriesnyder,post_1482,2026-04-14,2,true
umoore,post_1944,2026-04-04,2,true
dorothyanthony,post_806,2026-04-14,3,false
donald34,post_1762,2026-04-04,1,false
tracybecker,post_1831,2026-04-22,1,false
donaldday,post_1017,2026-04-14,2,true
owarner,post_1446,2026-04-24,3,false
perezkaren,post_1890,2026-04-16,1,true
chenkylie,post_1272,2026-04-03,3,false
ugreene,post_1898,2026-04-12,3,false
hernandezamanda,post_316,2026-04-14,3,true
dking,post_780,2026-04-23,2,true
fbird,post_858,2026-04-19,1,true
williamsjill,post_1065,2026-04-13,2,true
estephens,post_90,2026-04-10,3,false
miguelking,post_414,2026-04-11,2,true
reevesjennifer,post_740,2026-04-23,2,true
larry52,post_1053,2026-04-24,3,true
davidsandoval,post_679,2026-04-17,2,false
eric65,post_292,2026-04-15,3,true
joseph07,post_1471,2026-04-16,3,true
johnsonmiguel,post_640,2026-04-06,3,true
jprice,post_671,2026-04-12,3,true
jeffrey54,post_1659,2026-04-16,1,true
martinkatherine,post_895,2026-04-04,1,false
vanessa87,post_1313,2026-04-15,2,false
vpowell,post_1480,2026-04-13,2,true
mcdowellrobert,post_1132,2026-04-25,2,false
howardandrew,post_1836,2026-04-04,1,false
michelemacdonald,post_1613,2026-04-02,2,false
trobinson,post_1143,2026-04-27,2,false
amanda36,post_1318,2026-04-06,3,true
juan50,post_409,2026-04-13,2,false
anneford,post_1819,2026-04-01,1,true
joshuastafford,post_1461,2026-04-27,1,false
davisgeorge,post_1199,2026-04-15,1,false
melinda35,post_1419,2026-04-20,2,true
howardandrew,post_1557,2026-04-12,3,true
joseph81,post_1656,2026-04-24,2,true
samanthaterry,post_1147,2026-04-25,2,true
hannahknight,post_1186,2026-04-03,3,false
kimberlygross,post_349,2026-04-27,3,true
john81,post_1511,2026-04-28,3,false
carriearias,post_1640,2026-04-27,3,true
keiththompson,post_1592,2026-04-22,3,true
mariajacobs,post_1629,2026-04-03,1,false
chad84,post_1867,2026-04-11,3,false
riverarobert,post_1939,2026-04-03,1,false
gstokes,post_460,2026-04-15,2,true
jennifer45,post_1103,2026-04-03,3,true
jwalker,post_1186,2026-04-08,1,true
heidileonard,post_1970,2026-04-06,2,false
ashley54,post_433,2026-04-19,2,true
joseph73,post_1258,2026-04-14,2,false
qjones,post_603,2026-04-14,2,false
ashleyhernandez,post_1955,2026-04-16,3,false
walterandrea,post_647,2026-04-04,1,true
donaldday,post_663,2026-04-28,2,false
lisa58,post_724,2026-04-23,2,false
bboyd,post_1663,2026-04-11,2,false
qsimmons,post_1061,2026-04-10,1,false
stephenstevens,post_849,2026-04-17,1,false
owilson,post_1595,2026-04-02,3,false
odonnellcatherine,post_1570,2026-04-18,2,false
licarrie,post_271,2026-04-24,1,true
antonio60,post_1841,2026-04-06,2,true
latasha66,post_597,2026-04-21,3,true
xray,post_198,2026-04-01,2,true
rhonda91,post_1303,2026-04-14,1,false
devin68,post_205,2026-04-06,2,false
kfields,post_1362,2026-04-22,3,true
murraygary,post_1295,2026-04-06,2,true
norman94,post_1407,2026-04-05,3,true
mreynolds,post_1800,2026-04-09,3,true
erica09,post_1752,2026-04-20,1,true
anneford,post_156,2026-04-08,3,true
denise66,post_797,2026-04-24,3,true
megan59,post_774,2026-04-09,1,false
gardnerscott,post_604,2026-04-11,2,false
qbryan,post_897,2026-04-18,1,false
shelly05,post_1409,2026-04-27,3,true
russellmelissa,post_35,2026-04-03,2,true
zturner,post_1313,2026-04-05,3,true
amanda43,post_1236,2026-04-03,1,false
mayrachel,post_425,2026-04-27,2,false
kimberly60,post_341,2026-04-15,2,false
hgross,post_1815,2026-04-02,3,false
anita25,post_436,2026-04-26,1,false
nshelton,post_421,2026-04-05,2,false
christinamelton,post_442,2026-04-12,2,true
jamesrodriguez,post_928,2026-04-01,3,false
garrettnicholas,post_1852,2026-04-13,2,true
tmartinez,post_1686,2026-04-03,3,false
brandonjohnson,post_1498,2026-04-05,3,true
owilson,post_1520,2026-04-03,1,false
sean02,post_755,2026-04-02,2,false
derek10,post_1751,2026-04-13,1,true
haydenrebecca,post_1920,2026-04-13,2,true
ninaramirez,post_1185,2026-04-21,1,true
kristy41,post_42,2026-04-11,2,false
kristin65,post_307,2026-04-20,1,false
kellyayers,post_334,2026-04-05,1,true
eharrington,post_142,2026-04-19,2,true
lindsayjackson,post_1823,2026-04-16,3,true
wesleyellis,post_1005,2026-04-09,2,true
david60,post_1160,2026-04-13,1,true
heatherayala,post_844,2026-04-14,1,false
hutchinsonlorraine,post_1519,2026-04-09,3,false
scruz,post_267,2026-04-10,3,false
kelly49,post_788,2026-04-25,1,false
rachelcollins,post_1647,2026-04-07,2,true
hkennedy,post_823,2026-04-16,1,false
urodriguez,post_286,2026-04-05,2,true
myersjames,post_1831,2026-04-19,2,false
marksaunders,post_466,2026-04-03,3,false
rhodesscott,post_212,2026-04-25,2,true
danielwatkins,post_1080,2026-04-01,3,true
igrant,post_1668,2026-04-11,1,false
apineda,post_568,2026-04-07,3,true
jennifer26,post_1576,2026-04-24,3,false
briandickerson,post_675,2026-04-08,2,true
sreynolds,post_1543,2026-04-22,1,true
jeremycooper,post_1919,2026-04-25,2,true
urobinson,post_996,2026-04-27,3,true
dsmith,post_347,2026-04-27,1,true
carol40,post_556,2026-04-12,1,false
michaelmartinez,post_710,2026-04-21,3,false
rhatfield,post_1661,2026-04-28,3,true
campbelllisa,post_709,2026-04-22,2,false
ericjohnson,post_1964,2026-04-07,1,true
jeffreymorgan,post_1997,2026-04-02,3,true
ljones,post_496,2026-04-17,2,false
fhuffman,post_144,2026-04-28,2,true
jacksonbrittany,post_702,2026-04-16,2,true
mcdonaldbradley,post_1597,2026-04-11,2,false
darryllowe,post_226,2026-04-14,3,true
diana08,post_20,2026-04-20,2,true
bramos,post_1114,2026-04-04,1,false
wesleyellis,post_406,2026-04-20,3,true
framirez,post_664,2026-04-19,2,true
trevormunoz,post_1304,2026-04-05,3,true
blanchardzachary,post_630,2026-04-03,1,true
juliefleming,post_890,2026-04-12,2,false
cross,post_1920,2026-04-14,3,true
ldonovan,post_1430,2026-04-18,3,true
qstevens,post_1541,2026-04-14,2,false
philipandrade,post_1676,2026-04-06,2,false
davidfisher,post_1370,2026-04-04,2,false
lberry,post_297,2026-04-22,2,true
gary20,post_1972,2026-04-05,1,false
marymiller,post_1912,2026-04-01,1,false
theodorewhite,post_1087,2026-04-15,3,false
emilyallen,post_1515,2026-04-08,2,true
tjohnson,post_397,2026-04-17,2,true
tyler51,post_613,2026-04-01,1,false
rodriguezstacy,post_226,2026-04-10,1,true
joshuarojas,post_675,2026-04-21,1,true
wilsonkrista,post_117,2026-04-07,1,false
garnertamara,post_759,2026-04-15,1,true
rachel53,post_1757,2026-04-06,2,false
erica09,post_699,2026-04-05,3,false
smithmichael,post_1491,2026-04-19,2,false
ebarrett,post_1982,2026-04-02,1,true
phylliswood,post_1108,2026-04-08,2,true
mikaylamarshall,post_555,2026-04-17,1,true
hhawkins,post_1120,2026-04-21,2,true
terrijohnson,post_1195,2026-04-21,1,true
traciwhitehead,post_0,2026-04-18,3,true
shannon43,post_365,2026-04-11,1,false
jbrown,post_638,2026-04-09,3,true
qmiles,post_1100,2026-04-23,1,true
monique79,post_93,2026-04-16,1,false
brendan17,post_672,2026-04-09,1,false
andrea44,post_1537,2026-04-10,2,false
ymedina,post_1987,2026-04-09,3,false
shannonjones,post_486,2026-04-24,2,true
snydertimothy,post_783,2026-04-21,2,false
qstephens,post_967,2026-04-27,2,true
chelsea65,post_132,2026-04-16,3,true
xvalenzuela,post_476,2026-04-25,1,true
dustinperry,post_230,2026-04-13,3,false
tstone,post_1659,2026-04-01,1,true
kristy41,post_393,2026-04-18,1,false
john47,post_573,2026-04-13,2,false
woodmark,post_1275,2026-04-09,1,true
yolanda25,post_1682,2026-04-07,3,false
dylan87,post_1551,2026-04-01,3,false
onealmarc,post_160,2026-04-09,3,false
kimberlygreene,post_1080,2026-04-21,1,true
lanetara,post_95,2026-04-08,3,true
jhuffman,post_1948,2026-04-22,2,true
holly75,post_1404,2026-04-13,1,true
jennifer28,post_718,2026-04-18,1,false
megan01,post_622,2026-04-07,3,false
deborah77,post_1678,2026-04-09,1,true
jeremiahcasey,post_1193,2026-04-20,3,true
allisonglenn,post_607,2026-04-16,3,true
fwebb,post_1042,2026-04-25,1,true
zjames,post_394,2026-04-22,1,true
jessica01,post_1204,2026-04-28,2,false
mccannrobert,post_1285,2026-04-14,2,true
fnicholson,post_86,2026-04-01,2,true
jeffrey05,post_1371,2026-04-08,2,false
nsantiago,post_1759,2026-04-07,2,false
michaelpowers,post_16,2026-04-20,1,false
newmaneric,post_1266,2026-04-22,1,true
wendysantos,post_540,2026-04-26,1,true
mshaw,post_352,2026-04-25,3,false
jonathanhurley,post_934,2026-04-25,3,false
osbornewilliam,post_797,2026-04-24,2,false
ashley43,post_1870,2026-04-24,2,true
brendameyer,post_629,2026-04-17,2,false
jessicaweaver,post_1651,2026-04-17,2,false
george30,post_664,2026-04-22,2,false
lindawall,post_658,2026-04-05,1,true
alison95,post_1690,2026-04-12,1,true
afowler,post_61,2026-04-08,1,true
denise31,post_1254,2026-04-18,3,true
miguelking,post_76,2026-04-11,2,false
vwong,post_1758,2026-04-23,1,false
arandall,post_673,2026-04-04,2,true
arnolddenise,post_1203,2026-04-16,1,false
anthonybullock,post_1549,2026-04-22,2,true
nsantiago,post_636,2026-04-23,1,true
lindsayjackson,post_1331,2026-04-13,2,true
andersonjonathan,post_936,2026-04-11,1,true
pughkylie,post_926,2026-04-10,3,false
ccastillo,post_79,2026-04-04,1,false
daychristian,post_1894,2026-04-19,3,true
allen84,post_1788,2026-04-24,2,false
bairdtyler,post_312,2026-04-10,3,false
deleonjames,post_1989,2026-04-13,1,true
rose03,post_500,2026-04-19,1,true
klarsen,post_80,2026-04-19,2,false
santanaleah,post_1016,2026-04-26,1,true
mwatson,post_1419,2026-04-18,2,true
craig49,post_1986,2026-04-27,1,true
patrickcarter,post_1386,2026-04-01,3,false
amanda04,post_1092,2026-04-13,1,true
klarsen,post_1731,2026-04-10,2,true
xholt,post_651,2026-04-11,3,false
joelgray,post_1704,2026-04-09,1,true
donnaalvarez,post_1945,2026-04-22,3,false
xcastillo,post_17,2026-04-16,1,false
rodriguezdouglas,post_1667,2026-04-19,1,false
ideleon,post_702,2026-04-19,1,true
reevesjamie,post_637,2026-04-24,1,false
lrobinson,post_1768,2026-04-18,3,true
donna32,post_895,2026-04-15,1,true
kelsey34,post_1324,2026-04-21,2,false
cookmackenzie,post_1109,2026-04-04,1,true
jeffreymelton,post_1712,2026-04-10,3,true
tabitha38,post_1460,2026-04-14,2,true
scottgardner,post_767,2026-04-27,1,true
