username,community_name,joinedAt,role,isActive
lmcdaniel,r/skyrim,2026-03-21,Moderator,false
kellyayers,r/FortniteBR,2026-02-14,Member,false
smartinez,r/NintendoSwitch,2026-04-05,Member,false
donnathompson,r/leagueoflegends,2026-03-22,Member,true
jjones,r/Helldivers,2026-04-09,Member,false
reedian,r/Valorant,2026-04-08,Member,false
jeffreycervantes,r/skyrim,2026-01-27,Moderator,false
melinda35,r/leagueoflegends,2026-04-10,Moderator,true
igalvan,r/EldenRing,2026-01-07,Member,false
lblake,r/Valorant,2026-01-12,Moderator,true
millerjesse,r/truegaming,2026-04-06,Moderator,false
michael12,r/gaming,2026-02-02,Member,true
marcusaustin,r/FortniteBR,2026-04-06,Member,true
nicholas69,r/truegaming,2026-01-09,Moderator,false
xcastillo,r/indiegames,2026-03-30,Member,true
samantha85,r/Valorant,2026-01-29,Moderator,false
johnmurray,r/pcmasterrace,2026-04-04,Moderator,true
pbryan,r/NintendoSwitch,2026-03-20,Moderator,false
heather64,r/EldenRing,2026-01-06,Member,true
andersonwilliam,r/NintendoSwitch,2026-04-01,Moderator,true
mbranch,r/truegaming,2026-03-25,Member,true
jordanmaria,r/FortniteBR,2026-02-17,Member,true
ywatson,r/gaming,2026-01-05,Moderator,false
howellpatricia,r/pcmasterrace,2026-01-08,Member,false
davidsparks,r/GlobalOffensive,2026-01-27,Member,true
jocelynbowers,r/gaming,2026-03-15,Moderator,false
bochoa,r/skyrim,2026-03-27,Member,true
alexanderjimenez,r/Valorant,2026-01-03,Moderator,false
welchdawn,r/EldenRing,2026-03-18,Moderator,false
wendy56,r/FortniteBR,2026-04-25,Member,true
erose,r/FortniteBR,2026-01-25,Member,true
joe25,r/Helldivers,2026-03-04,Member,false
brownjoseph,r/PS5,2026-03-25,Moderator,true
dfreeman,r/Minecraft,2026-04-05,Moderator,false
hmoss,r/Helldivers,2026-04-02,Moderator,false
jaredruiz,r/EldenRing,2026-01-24,Member,false
mcalderon,r/truegaming,2026-04-02,Member,true
jwhitaker,r/patientgamers,2026-01-17,Member,true
wyoung,r/Minecraft,2026-02-15,Member,false
rhondaharrison,r/EldenRing,2026-03-18,Member,false
brian21,r/EldenRing,2026-01-12,Moderator,false
velasquezvanessa,r/PS5,2026-02-26,Moderator,false
aprilgonzalez,r/pcmasterrace,2026-03-15,Member,false
sarah79,r/NintendoSwitch,2026-01-27,Moderator,false
jonathan47,r/skyrim,2026-02-04,Moderator,false
phernandez,r/GlobalOffensive,2026-02-28,Member,true
danielsamanda,r/gaming,2026-01-01,Moderator,false
zdaniel,r/patientgamers,2026-04-28,Moderator,false
stephenfields,r/skyrim,2026-02-12,Member,false
torresdanielle,r/truegaming,2026-01-01,Member,true
obrown,r/FortniteBR,2026-02-12,Member,true
whitejoseph,r/indiegames,2026-02-21,Member,false
jonathan93,r/NintendoSwitch,2026-02-09,Member,false
leahperry,r/NintendoSwitch,2026-03-29,Member,true
perezsean,r/PS5,2026-04-04,Member,true
thomas47,r/patientgamers,2026-03-09,Moderator,false
scortez,r/pcmasterrace,2026-02-03,Member,false
andrew58,r/Valorant,2026-03-23,Moderator,false
melissamartin,r/leagueoflegends,2026-04-04,Moderator,true
kmcneil,r/EldenRing,2026-01-23,Moderator,false
morenoderek,r/patientgamers,2026-03-31,Member,true
brendan17,r/patientgamers,2026-02-16,Member,true
gonzalezchristopher,r/PS5,2026-01-28,Member,false
lanetara,r/PS5,2026-02-03,Member,false
cassandra10,r/FortniteBR,2026-04-19,Moderator,true
psutton,r/NintendoSwitch,2026-02-04,Member,true
tara56,r/pcmasterrace,2026-03-06,Moderator,false
anthony96,r/patientgamers,2026-02-13,Member,true
jessica01,r/PS5,2026-04-21,Member,true
rosecohen,r/EldenRing,2026-01-09,Member,true
davidmontgomery,r/Valorant,2026-01-18,Member,true
briandickerson,r/Valorant,2026-03-02,Member,true
davisamber,r/Valorant,2026-04-07,Member,false
lynn19,r/patientgamers,2026-02-11,Moderator,false
harriskenneth,r/truegaming,2026-04-05,Moderator,false
ramirezjeffrey,r/Valorant,2026-04-26,Moderator,true
bmack,r/FortniteBR,2026-02-25,Member,false
xtanner,r/EldenRing,2026-03-19,Member,true
jessicatate,r/FortniteBR,2026-02-24,Member,true
ashley74,r/PS5,2026-01-18,Moderator,true
wclark,r/NintendoSwitch,2026-04-17,Moderator,false
ijimenez,r/Valorant,2026-02-07,Member,false
hillrichard,r/pcmasterrace,2026-02-10,Moderator,true
dillon06,r/PS5,2026-03-28,Moderator,false
mccannrobert,r/skyrim,2026-04-23,Moderator,false
shane82,r/truegaming,2026-02-23,Member,false
nolanchase,r/truegaming,2026-02-22,Member,false
xsanchez,r/Helldivers,2026-04-08,Member,false
cookmackenzie,r/leagueoflegends,2026-03-17,Moderator,false
michelle00,r/Helldivers,2026-01-21,Member,true
mikaylamarshall,r/Minecraft,2026-03-09,Moderator,false
mcdowellrobert,r/GlobalOffensive,2026-01-04,Member,false
brookeking,r/gaming,2026-04-09,Moderator,false
reneelewis,r/pcmasterrace,2026-02-24,Member,true
gflores,r/Valorant,2026-01-17,Moderator,true
millerclaudia,r/leagueoflegends,2026-01-22,Member,false
cbeck,r/leagueoflegends,2026-04-04,Member,true
snorris,r/PS5,2026-03-08,Moderator,true
marcussullivan,r/GlobalOffensive,2026-02-27,Moderator,true
richardtran,r/gaming,2026-04-01,Moderator,true
bowmancrystal,r/indiegames,2026-04-26,Moderator,false
paulaesparza,r/PS5,2026-03-30,Member,false
moodydon,r/PS5,2026-01-15,Member,false
sean56,r/PS5,2026-01-12,Member,false
melissa41,r/patientgamers,2026-03-23,Member,false
michaelcarpenter,r/Minecraft,2026-04-08,Member,true
watsonanthony,r/truegaming,2026-02-10,Moderator,false
martinjacob,r/GlobalOffensive,2026-04-15,Moderator,false
yjohnson,r/gaming,2026-01-09,Member,true
josephscott,r/skyrim,2026-03-02,Moderator,false
iholloway,r/gaming,2026-04-22,Member,false
glenntaylor,r/Valorant,2026-04-17,Moderator,true
davismakayla,r/patientgamers,2026-02-04,Moderator,true
lukejenkins,r/Helldivers,2026-02-07,Member,true
fclark,r/Minecraft,2026-03-21,Moderator,false
fmoore,r/Valorant,2026-02-12,Moderator,false
crystal66,r/NintendoSwitch,2026-02-06,Moderator,true
ellismaurice,r/Helldivers,2026-04-11,Member,false
jimbernard,r/truegaming,2026-04-15,Member,true
jasonbrown,r/EldenRing,2026-01-24,Member,false
joelgray,r/gaming,2026-01-27,Moderator,true
donaldrodriguez,r/pcmasterrace,2026-03-07,Member,true
bboyd,r/Minecraft,2026-01-26,Member,true
mholmes,r/Valorant,2026-02-25,Moderator,true
emilygriffin,r/skyrim,2026-01-03,Member,true
davisbrian,r/EldenRing,2026-03-19,Member,false
tmolina,r/truegaming,2026-04-01,Moderator,false
upierce,r/PS5,2026-01-10,Moderator,true
michaelyoung,r/Valorant,2026-02-07,Member,false
wwade,r/Valorant,2026-02-18,Member,true
laurenpittman,r/leagueoflegends,2026-03-29,Moderator,true
angela60,r/GlobalOffensive,2026-01-23,Moderator,false
elizabethhernandez,r/FortniteBR,2026-03-26,Moderator,false
hernandezeugene,r/skyrim,2026-01-03,Moderator,true
welchdawn,r/Valorant,2026-04-03,Member,true
greenedonna,r/gaming,2026-01-21,Member,true
kmosley,r/Helldivers,2026-01-19,Moderator,false
amandakane,r/GlobalOffensive,2026-03-25,Moderator,true
eric50,r/Helldivers,2026-03-07,Member,false
zbrown,r/gaming,2026-02-12,Member,false
clementscharles,r/Helldivers,2026-04-10,Moderator,false
tcrawford,r/GlobalOffensive,2026-03-20,Member,false
wodonnell,r/truegaming,2026-03-06,Member,false
lbest,r/pcmasterrace,2026-01-10,Moderator,false
bholmes,r/pcmasterrace,2026-01-24,Member,true
adamfrey,r/leagueoflegends,2026-03-05,Member,false
sweeneyrobert,r/gaming,2026-01-12,Moderator,true
turnerdavid,r/PS5,2026-03-25,Member,true
rodriguezzachary,r/leagueoflegends,2026-01-14,Moderator,false
andrewarellano,r/Minecraft,2026-03-12,Member,false
lliu,r/Valorant,2026-02-15,Member,true
peter58,r/pcmasterrace,2026-04-14,Moderator,true
cynthia73,r/skyrim,2026-03-21,Moderator,true
mejiajoann,r/skyrim,2026-01-20,Moderator,true
dillon06,r/Helldivers,2026-01-03,Member,false
bankscaitlin,r/Minecraft,2026-03-15,Member,true
kfisher,r/pcmasterrace,2026-01-29,Moderator,true
usanchez,r/GlobalOffensive,2026-04-10,Moderator,false
colonjeremy,r/gaming,2026-04-12,Member,false
patriciagarcia,r/gaming,2026-04-26,Moderator,false
emilygriffin,r/pcmasterrace,2026-01-24,Member,false
vgreer,r/Valorant,2026-01-23,Member,true
christineburnett,r/pcmasterrace,2026-03-24,Member,false
crossgina,r/skyrim,2026-01-21,Moderator,false
jennifer26,r/Valorant,2026-03-13,Member,false
bethmason,r/FortniteBR,2026-02-10,Member,false
samuelchavez,r/Valorant,2026-03-26,Moderator,false
bolson,r/PS5,2026-01-16,Moderator,true
jennifer74,r/pcmasterrace,2026-02-27,Moderator,false
millerjustin,r/pcmasterrace,2026-04-10,Member,true
taylor35,r/GlobalOffensive,2026-01-17,Moderator,false
gordonearl,r/gaming,2026-03-26,Member,true
dakotawatson,r/patientgamers,2026-04-18,Member,false
brandongonzalez,r/pcmasterrace,2026-02-04,Moderator,false
perezkaren,r/EldenRing,2026-01-03,Moderator,true
zmartinez,r/skyrim,2026-02-12,Moderator,false
obryan,r/gaming,2026-01-26,Moderator,true
amandaclements,r/pcmasterrace,2026-02-05,Member,false
johnglass,r/leagueoflegends,2026-04-21,Member,true
christopher25,r/Minecraft,2026-02-07,Moderator,true
sueramirez,r/skyrim,2026-04-06,Member,false
johnsonkristin,r/Valorant,2026-01-16,Member,false
margaretmartin,r/skyrim,2026-03-25,Member,false
sueramirez,r/FortniteBR,2026-04-11,Member,true
vmartinez,r/Minecraft,2026-02-10,Member,true
john99,r/PS5,2026-01-08,Member,false
sallen,r/GlobalOffensive,2026-04-20,Member,false
estesjoseph,r/truegaming,2026-02-21,Moderator,true
josephsims,r/pcmasterrace,2026-04-24,Moderator,true
glee,r/NintendoSwitch,2026-03-21,Moderator,true
timothyanderson,r/Minecraft,2026-03-07,Member,true
lisamartin,r/EldenRing,2026-02-21,Member,true
sara63,r/Minecraft,2026-03-24,Moderator,true
osbornewilliam,r/Helldivers,2026-01-05,Moderator,true
donnagamble,r/Helldivers,2026-04-06,Moderator,false
deandebra,r/skyrim,2026-04-23,Member,false
qnicholson,r/patientgamers,2026-01-12,Moderator,true
keith79,r/FortniteBR,2026-01-13,Moderator,true
john56,r/Helldivers,2026-04-09,Moderator,true
shelby50,r/Valorant,2026-03-12,Moderator,true
hicksmichelle,r/Helldivers,2026-02-11,Member,true
nyoung,r/skyrim,2026-01-07,Member,false
dana03,r/gaming,2026-01-06,Member,false
brownbrandon,r/patientgamers,2026-01-10,Moderator,true
gloria57,r/Minecraft,2026-01-14,Member,true
heatherjohnston,r/Minecraft,2026-03-12,Member,false
omartin,r/Valorant,2026-02-26,Moderator,false
travisjacobs,r/PS5,2026-02-09,Moderator,true
fbird,r/gaming,2026-03-29,Moderator,false
jenniferwoodard,r/GlobalOffensive,2026-03-06,Member,false
michelle97,r/gaming,2026-03-22,Moderator,true
cantucaitlin,r/indiegames,2026-04-16,Moderator,false
shannon84,r/patientgamers,2026-03-31,Moderator,false
ewingnatalie,r/Valorant,2026-02-22,Member,false
johnstonmelissa,r/FortniteBR,2026-04-12,Member,false
dadams,r/skyrim,2026-01-30,Member,false
lmorris,r/indiegames,2026-03-21,Member,false
morrislindsay,r/GlobalOffensive,2026-03-17,Moderator,false
peter58,r/Helldivers,2026-01-17,Moderator,false
sarah99,r/EldenRing,2026-01-15,Moderator,false
anna48,r/Valorant,2026-03-17,Moderator,false
bairdlaura,r/leagueoflegends,2026-03-13,Member,true
mdaniels,r/NintendoSwitch,2026-01-20,Member,false
brewerlaura,r/FortniteBR,2026-04-17,Member,true
barbaraburns,r/NintendoSwitch,2026-04-12,Member,true
kevinfisher,r/pcmasterrace,2026-03-30,Moderator,true
charlotte04,r/patientgamers,2026-03-01,Moderator,true
jaredruiz,r/leagueoflegends,2026-03-28,Member,true
hernandezangela,r/Valorant,2026-04-17,Moderator,true
weberricky,r/PS5,2026-01-11,Member,false
vanessa87,r/Helldivers,2026-02-28,Member,false
erica19,r/Helldivers,2026-02-26,Moderator,false
jeffreycamacho,r/indiegames,2026-01-14,Member,false
cole20,r/skyrim,2026-01-19,Member,true
ucollins,r/pcmasterrace,2026-02-23,Moderator,false
vmoody,r/FortniteBR,2026-02-17,Member,false
garyjohnson,r/Minecraft,2026-03-20,Moderator,true
rgoodwin,r/indiegames,2026-03-16,Member,true
dodsonjoshua,r/gaming,2026-02-22,Member,false
alexanderjimenez,r/Valorant,2026-03-04,Moderator,false
cheyennemarquez,r/truegaming,2026-02-24,Moderator,true
danielbarrett,r/indiegames,2026-01-07,Moderator,false
michael30,r/Minecraft,2026-01-16,Moderator,false
scruz,r/NintendoSwitch,2026-03-20,Member,false
robertsroberto,r/leagueoflegends,2026-01-21,Moderator,false
bdixon,r/indiegames,2026-04-21,Moderator,false
sherririvas,r/gaming,2026-01-04,Member,true
dware,r/PS5,2026-01-19,Member,true
bbooker,r/pcmasterrace,2026-02-14,Moderator,true
nunezdaniel,r/pcmasterrace,2026-02-12,Moderator,true
jbrewer,r/indiegames,2026-01-31,Moderator,false
mgriffin,r/indiegames,2026-04-18,Moderator,false
kelly24,r/PS5,2026-04-27,Moderator,false
fweaver,r/FortniteBR,2026-02-08,Member,false
kimberlytaylor,r/truegaming,2026-03-25,Member,false
myerssamuel,r/skyrim,2026-04-21,Member,false
matthew32,r/EldenRing,2026-02-23,Member,false
jennifer07,r/indiegames,2026-01-29,Moderator,false
fmaldonado,r/truegaming,2026-02-14,Member,false
faulknerwilliam,r/PS5,2026-01-13,Moderator,true
kalexander,r/PS5,2026-01-17,Member,true
john42,r/FortniteBR,2026-04-12,Member,false
taylorelizabeth,r/pcmasterrace,2026-02-07,Member,false
trodriguez,r/PS5,2026-04-10,Member,false
amy99,r/skyrim,2026-01-21,Member,true
jasonallen,r/pcmasterrace,2026-03-07,Moderator,true
victor72,r/leagueoflegends,2026-04-28,Moderator,false
eric23,r/pcmasterrace,2026-01-16,Moderator,false
kathydaugherty,r/Minecraft,2026-03-10,Moderator,true
tylerwaters,r/truegaming,2026-01-11,Member,false
brandon48,r/EldenRing,2026-03-12,Moderator,true
christopher51,r/FortniteBR,2026-02-19,Member,false
echang,r/FortniteBR,2026-01-06,Moderator,false
wadams,r/FortniteBR,2026-03-28,Member,false
alexanderwhite,r/truegaming,2026-02-28,Member,true
angelacrosby,r/patientgamers,2026-04-20,Moderator,true
patrick83,r/indiegames,2026-03-27,Member,true
barbara93,r/gaming,2026-02-13,Moderator,true
alan35,r/truegaming,2026-03-20,Moderator,true
shamilton,r/FortniteBR,2026-02-25,Member,false
pdeleon,r/FortniteBR,2026-02-11,Member,true
vazquezkevin,r/skyrim,2026-03-15,Moderator,false
traviswilliams,r/truegaming,2026-03-26,Moderator,false
tgarcia,r/GlobalOffensive,2026-02-20,Member,false
conniecox,r/pcmasterrace,2026-04-16,Moderator,true
mckayvanessa,r/GlobalOffensive,2026-02-11,Member,false
wlewis,r/Helldivers,2026-03-28,Member,false
lmcdaniel,r/truegaming,2026-04-01,Moderator,true
william66,r/patientgamers,2026-01-11,Moderator,false
wileydonna,r/indiegames,2026-04-01,Moderator,true
daniel07,r/Helldivers,2026-03-19,Member,true
dbryan,r/EldenRing,2026-03-13,Moderator,false
olivertimothy,r/Helldivers,2026-02-03,Moderator,true
laurenjones,r/gaming,2026-04-21,Member,false
michaelmartinez,r/Minecraft,2026-03-18,Moderator,false
hreid,r/skyrim,2026-02-03,Moderator,false
jcarson,r/skyrim,2026-02-08,Moderator,false
kford,r/Valorant,2026-04-17,Member,false
achen,r/Helldivers,2026-03-02,Moderator,true
santanaleah,r/PS5,2026-02-23,Member,false
carolyn64,r/NintendoSwitch,2026-01-15,Member,true
qstevens,r/gaming,2026-04-04,Moderator,true
jennabennett,r/gaming,2026-01-02,Moderator,true
jessica01,r/EldenRing,2026-02-09,Member,false
gdavis,r/EldenRing,2026-02-03,Moderator,false
fdeleon,r/leagueoflegends,2026-02-23,Member,true
ryan63,r/NintendoSwitch,2026-04-16,Member,false
kimberly34,r/truegaming,2026-02-11,Member,false
ohernandez,r/Valorant,2026-01-22,Member,false
wilsoneric,r/gaming,2026-01-15,Moderator,false
emily13,r/leagueoflegends,2026-04-20,Member,true
lorraine90,r/GlobalOffensive,2026-02-17,Member,false
stevenskenneth,r/Valorant,2026-01-10,Member,true
jennifer15,r/Helldivers,2026-03-11,Moderator,false
wilsoneric,r/Minecraft,2026-03-09,Member,true
fblair,r/Minecraft,2026-02-15,Member,false
sean70,r/Valorant,2026-04-18,Member,true
renee46,r/gaming,2026-02-01,Moderator,false
ssuarez,r/Helldivers,2026-04-27,Member,false
bradybarnett,r/Minecraft,2026-04-16,Member,true
fmorgan,r/indiegames,2026-03-06,Moderator,true
dhall,r/PS5,2026-03-21,Moderator,true
libarra,r/indiegames,2026-03-19,Member,true
joe25,r/gaming,2026-04-09,Member,false
moodydon,r/truegaming,2026-03-10,Moderator,true
kathleendavis,r/PS5,2026-02-20,Moderator,true
craig49,r/Minecraft,2026-03-30,Moderator,true
smithterri,r/Helldivers,2026-03-21,Moderator,true
christina11,r/FortniteBR,2026-04-21,Member,true
imccann,r/Valorant,2026-03-30,Member,true
michaelspencer,r/indiegames,2026-02-21,Moderator,true
richard30,r/GlobalOffensive,2026-04-21,Member,false
rosecohen,r/Helldivers,2026-01-23,Member,false
williamscorey,r/gaming,2026-03-11,Member,true
wendy56,r/Minecraft,2026-03-09,Moderator,false
reneesimpson,r/indiegames,2026-02-13,Member,false
martinjacob,r/FortniteBR,2026-03-31,Moderator,true
mfuentes,r/gaming,2026-01-05,Moderator,false
kylethomas,r/truegaming,2026-02-14,Member,false
karawilliams,r/pcmasterrace,2026-03-29,Moderator,false
mrodriguez,r/leagueoflegends,2026-03-10,Moderator,false
brooke78,r/Helldivers,2026-04-25,Moderator,false
chernandez,r/skyrim,2026-03-17,Moderator,false
nayala,r/NintendoSwitch,2026-03-18,Member,false
christina77,r/patientgamers,2026-02-28,Member,false
dbarnett,r/leagueoflegends,2026-02-03,Moderator,false
timothy31,r/Valorant,2026-03-03,Moderator,false
kevinbutler,r/leagueoflegends,2026-01-02,Moderator,false
daisy16,r/indiegames,2026-01-27,Member,true
martindouglas,r/skyrim,2026-01-06,Moderator,false
dakotawatson,r/Valorant,2026-02-11,Moderator,false
jamessimmons,r/GlobalOffensive,2026-01-18,Moderator,true
robertskristin,r/FortniteBR,2026-01-19,Moderator,true
robertstyler,r/gaming,2026-02-12,Member,false
michaelpatton,r/Valorant,2026-02-03,Moderator,false
ltownsend,r/patientgamers,2026-01-29,Member,true
richard99,r/Valorant,2026-03-14,Moderator,false
npratt,r/PS5,2026-02-02,Moderator,false
jlopez,r/PS5,2026-03-07,Member,false
brittney53,r/Helldivers,2026-02-24,Member,false
woconnor,r/GlobalOffensive,2026-04-16,Moderator,true
lhamilton,r/NintendoSwitch,2026-02-06,Moderator,false
qjohnson,r/Helldivers,2026-01-08,Member,false
dking,r/NintendoSwitch,2026-01-01,Moderator,false
dsmith,r/pcmasterrace,2026-01-23,Member,false
uvaldez,r/pcmasterrace,2026-03-28,Member,false
christinehumphrey,r/truegaming,2026-03-22,Moderator,true
odickson,r/skyrim,2026-03-25,Member,true
tabitha00,r/gaming,2026-01-16,Member,true
petersondonna,r/PS5,2026-03-11,Member,false
phillipbarron,r/Valorant,2026-03-26,Member,false
alexismckenzie,r/indiegames,2026-04-25,Member,false
michael58,r/truegaming,2026-03-11,Member,false
andersonstephanie,r/EldenRing,2026-04-22,Member,true
rhubbard,r/gaming,2026-02-05,Moderator,true
pricerebecca,r/skyrim,2026-04-11,Moderator,false
evanross,r/Valorant,2026-01-30,Member,true
kylegay,r/Minecraft,2026-04-24,Member,false
zclay,r/Minecraft,2026-04-22,Member,false
brittneyklein,r/EldenRing,2026-03-19,Member,true
epatel,r/truegaming,2026-03-10,Member,true
xhunter,r/Valorant,2026-04-04,Moderator,true
kellysmith,r/Minecraft,2026-04-02,Member,true
gailfranklin,r/truegaming,2026-03-15,Member,true
diazmichael,r/patientgamers,2026-04-23,Moderator,false
chall,r/leagueoflegends,2026-03-11,Member,true
whunt,r/Valorant,2026-01-03,Moderator,true
rodneygallagher,r/truegaming,2026-04-26,Moderator,false
sfoster,r/truegaming,2026-02-28,Member,true
eharrington,r/EldenRing,2026-03-25,Member,true
omartin,r/gaming,2026-02-03,Member,false
anneford,r/truegaming,2026-01-17,Moderator,false
johnglass,r/pcmasterrace,2026-04-06,Member,true
jamesfisher,r/EldenRing,2026-03-30,Moderator,false
jlee,r/indiegames,2026-03-06,Member,false
elogan,r/indiegames,2026-02-14,Member,false
taylorwilliam,r/GlobalOffensive,2026-02-23,Moderator,true
johnwise,r/NintendoSwitch,2026-01-30,Moderator,true
jacobjones,r/EldenRing,2026-04-14,Moderator,false
carol43,r/PS5,2026-01-04,Member,true
kennethdillon,r/indiegames,2026-04-05,Member,false
mary52,r/patientgamers,2026-04-20,Moderator,true
zhoward,r/gaming,2026-02-24,Moderator,false
xfuller,r/gaming,2026-04-15,Member,false
johnwise,r/pcmasterrace,2026-02-11,Member,true
kelly32,r/leagueoflegends,2026-03-19,Member,true
leblanceric,r/skyrim,2026-03-07,Moderator,true
fergusonnatalie,r/skyrim,2026-01-13,Member,false
michelestout,r/Helldivers,2026-02-25,Moderator,false
perezsean,r/Minecraft,2026-04-08,Moderator,false
allisonglenn,r/gaming,2026-04-12,Member,true
nguyenmiranda,r/indiegames,2026-02-13,Member,false
rlong,r/GlobalOffensive,2026-03-08,Member,false
kaitlynlewis,r/PS5,2026-03-24,Member,true
holly75,r/Helldivers,2026-04-20,Member,false
melinda35,r/EldenRing,2026-04-08,Moderator,false
marilyn24,r/truegaming,2026-04-07,Moderator,true
jacobjones,r/leagueoflegends,2026-02-27,Moderator,false
abray,r/leagueoflegends,2026-02-23,Moderator,true
michaelwoods,r/patientgamers,2026-02-08,Moderator,false
marthajackson,r/NintendoSwitch,2026-03-25,Member,false
matthewrogers,r/Minecraft,2026-01-10,Moderator,true
wardlogan,r/GlobalOffensive,2026-02-12,Member,true
hensleyjenna,r/Minecraft,2026-02-28,Member,false
daisy16,r/skyrim,2026-03-27,Member,true
nealregina,r/Minecraft,2026-04-16,Moderator,false
sandraallen,r/NintendoSwitch,2026-04-13,Member,false
glee,r/patientgamers,2026-04-25,Member,true
hensondavid,r/EldenRing,2026-03-01,Moderator,false
martinkatherine,r/PS5,2026-03-15,Member,true
ruiznatalie,r/truegaming,2026-02-18,Moderator,true
hmoss,r/Helldivers,2026-02-10,Member,false
mooredeanna,r/skyrim,2026-02-19,Member,false
wagnerdavid,r/GlobalOffensive,2026-01-22,Moderator,false
christophersanchez,r/Minecraft,2026-02-19,Moderator,false
keith31,r/gaming,2026-04-05,Member,true
colonjeremy,r/Minecraft,2026-04-23,Moderator,true
dnorton,r/PS5,2026-01-24,Member,true
williamsandre,r/skyrim,2026-04-13,Moderator,false
donna32,r/Helldivers,2026-01-21,Moderator,true
jasmine60,r/pcmasterrace,2026-02-23,Moderator,false
abigailbradley,r/NintendoSwitch,2026-03-13,Moderator,false
josephjennifer,r/GlobalOffensive,2026-01-30,Member,true
karenmills,r/patientgamers,2026-04-02,Moderator,true
cole20,r/FortniteBR,2026-04-08,Moderator,false
jennifermoore,r/skyrim,2026-01-03,Member,true
cole20,r/Valorant,2026-04-18,Member,true
amanda73,r/leagueoflegends,2026-01-11,Member,true
dean18,r/pcmasterrace,2026-01-21,Moderator,true
sharon87,r/GlobalOffensive,2026-04-15,Member,false
nrodriguez,r/indiegames,2026-04-27,Member,false
samuelchavez,r/patientgamers,2026-01-14,Member,true
rebekah84,r/pcmasterrace,2026-01-05,Moderator,true
mary52,r/indiegames,2026-02-14,Moderator,false
christopher01,r/PS5,2026-03-14,Moderator,false
trevinosandra,r/Minecraft,2026-01-08,Moderator,true
elizabethshaw,r/leagueoflegends,2026-01-26,Moderator,false
lunadebbie,r/pcmasterrace,2026-03-17,Member,true
bcooper,r/patientgamers,2026-04-12,Moderator,false
zmartinez,r/Valorant,2026-03-24,Member,false
wsanders,r/indiegames,2026-01-11,Member,true
florestoni,r/truegaming,2026-03-16,Moderator,true
sharrell,r/PS5,2026-01-27,Member,true
anthony02,r/indiegames,2026-01-07,Member,false
rodgersrussell,r/truegaming,2026-01-16,Moderator,true
coreybond,r/Helldivers,2026-02-27,Member,false
rodriguezstacy,r/NintendoSwitch,2026-01-17,Member,false
ellissamuel,r/Valorant,2026-03-02,Member,false
ygreen,r/PS5,2026-01-18,Member,true
laurenpittman,r/Valorant,2026-03-19,Moderator,false
walshmelinda,r/EldenRing,2026-03-14,Moderator,true
browndavid,r/Valorant,2026-03-02,Member,true
keithmccarthy,r/patientgamers,2026-01-20,Moderator,false
stephenslisa,r/gaming,2026-01-21,Moderator,false
zwashington,r/EldenRing,2026-02-24,Member,true
shawn21,r/gaming,2026-02-04,Member,false
michelle00,r/EldenRing,2026-01-29,Member,true
stephenfields,r/skyrim,2026-03-01,Member,false
joan45,r/EldenRing,2026-02-11,Member,true
zmurphy,r/EldenRing,2026-03-17,Moderator,true
beasleyrobert,r/truegaming,2026-01-04,Member,true
bryan60,r/FortniteBR,2026-03-05,Moderator,true
lindsay37,r/EldenRing,2026-02-26,Member,true
tonyaferguson,r/truegaming,2026-03-16,Member,true
martinezbeverly,r/NintendoSwitch,2026-03-29,Member,true
perezkelli,r/NintendoSwitch,2026-02-25,Moderator,false
alan29,r/indiegames,2026-04-06,Member,true
pameladuarte,r/indiegames,2026-04-12,Member,true
brenda53,r/PS5,2026-04-25,Member,true
michaelphelps,r/Helldivers,2026-03-15,Moderator,false
wilsonkrista,r/patientgamers,2026-01-07,Member,false
mshaw,r/skyrim,2026-02-24,Member,false
rushheather,r/EldenRing,2026-04-09,Moderator,false
lewismatthew,r/Minecraft,2026-02-18,Moderator,true
ihicks,r/truegaming,2026-01-11,Moderator,true
aliciacarey,r/pcmasterrace,2026-01-15,Member,false
margaret68,r/Valorant,2026-03-16,Moderator,false
kimberly67,r/FortniteBR,2026-03-15,Member,false
joshua13,r/Valorant,2026-01-27,Member,false
allenjose,r/truegaming,2026-03-23,Member,true
perrycharles,r/skyrim,2026-03-26,Moderator,true
xwilliams,r/PS5,2026-03-09,Moderator,true
jennifer21,r/FortniteBR,2026-03-23,Member,false
teresamyers,r/gaming,2026-02-05,Member,true
hwebb,r/indiegames,2026-03-01,Moderator,false
ihicks,r/Minecraft,2026-02-23,Moderator,true
lewissteven,r/NintendoSwitch,2026-01-22,Member,false
chelsea65,r/indiegames,2026-04-03,Moderator,true
johnsonmiguel,r/pcmasterrace,2026-04-08,Member,false
jennycarroll,r/patientgamers,2026-03-07,Moderator,true
lanetara,r/Helldivers,2026-01-21,Member,false
medinachristopher,r/truegaming,2026-04-07,Member,false
brownelizabeth,r/NintendoSwitch,2026-02-27,Moderator,false
jackson36,r/NintendoSwitch,2026-03-18,Moderator,false
jacob07,r/leagueoflegends,2026-03-30,Member,true
cmartin,r/skyrim,2026-04-02,Moderator,false
jwilson,r/patientgamers,2026-02-09,Member,true
jvega,r/pcmasterrace,2026-04-13,Moderator,true
amber86,r/leagueoflegends,2026-03-26,Moderator,true
mckayvanessa,r/patientgamers,2026-04-20,Moderator,true
stacysalas,r/pcmasterrace,2026-01-26,Member,false
wendysantos,r/gaming,2026-02-19,Member,true
